id,is_fraud,days_since_policy_start,claim_amount,num_prior_claims_12mo,submission_delay_days,incident_time_of_day,provider_claim_frequency,claim_vs_policy_limit_ratio
TRAIN-04436,False,39,7154.78,1,51,6,4,0.141
TRAIN-04437,False,364,47479.15,0,44,14,1,0.865
TRAIN-04438,False,127,28793.23,2,29,21,2,0.29
TRAIN-04439,False,14,15281.14,3,86,14,3,0.314
TRAIN-04440,False,174,63646.17,0,52,19,1,1.504
TRAIN-04441,False,4,63916.4,0,52,10,1,0.769
TRAIN-04442,False,113,72666.22,0,75,21,6,0.95
TRAIN-04443,False,354,7874.36,3,56,12,2,0.122
TRAIN-04444,False,274,27889.96,2,7,16,5,0.386
TRAIN-04445,False,11,73498.1,1,33,6,4,1.045
TRAIN-04446,False,44,30775.87,4,46,7,2,1.018
TRAIN-04447,False,211,60362.85,2,2,13,1,0.935
TRAIN-04448,False,129,42366.98,0,60,20,1,0.551
TRAIN-04449,False,89,60880.08,4,42,16,5,1.774
TRAIN-04450,False,93,44746.88,0,36,18,2,0.9
TRAIN-04451,False,71,62730.36,5,89,21,5,0.811
TRAIN-04452,False,182,63433.19,0,43,11,2,0.65
TRAIN-04453,False,58,31410.5,4,8,20,1,0.655
TRAIN-04454,False,297,49838.67,0,40,11,1,0.66
TRAIN-04455,False,210,53514.11,1,20,19,1,0.67
TRAIN-04456,False,311,36737.79,0,87,7,1,0.629
TRAIN-04457,False,239,41935.83,4,16,15,3,0.833
TRAIN-04458,False,208,71426.89,2,30,7,5,0.789
TRAIN-04459,False,290,22979.3,0,89,15,1,0.295
TRAIN-04460,False,327,63661.69,3,40,17,4,0.758
TRAIN-04461,False,278,15548.49,0,21,23,5,0.198
TRAIN-04462,False,208,49553.4,1,71,9,3,1.731
TRAIN-04463,False,71,31384.42,0,35,20,7,0.519
TRAIN-04464,False,43,25953.03,1,8,22,5,0.268
TRAIN-04465,False,20,50797.62,1,76,14,1,0.642
TRAIN-04466,False,2,36829.27,1,14,19,1,0.775
TRAIN-04467,False,206,19705.74,0,83,8,8,0.197
TRAIN-04468,False,259,18463.25,2,58,17,5,0.487
TRAIN-04469,False,155,65550.63,1,85,22,6,0.734
TRAIN-04470,False,173,72770.08,0,63,21,8,1.087
TRAIN-04471,False,254,34657.59,0,71,23,6,0.478
TRAIN-04472,False,175,18547.66,0,12,11,1,0.252
TRAIN-04473,False,285,62209.27,1,20,11,2,0.916
TRAIN-04474,False,300,5000.01,1,51,19,4,0.138
TRAIN-04475,False,221,27363.64,2,26,23,10,0.314
TRAIN-04476,False,332,74810.71,1,52,15,2,0.861
TRAIN-04477,False,272,10452.99,0,0,6,1,0.105
TRAIN-04478,False,242,1217.16,2,75,6,2,0.014
TRAIN-04479,False,250,39253.94,0,80,22,4,0.698
TRAIN-04480,False,361,57396.66,2,74,13,1,0.92
TRAIN-04481,False,362,3116.66,4,65,13,1,0.069
TRAIN-04482,False,80,50592.8,2,62,15,2,0.563
TRAIN-04483,False,351,13612.18,1,7,21,4,0.18
TRAIN-04484,False,138,60999.52,0,56,10,2,1.116
TRAIN-04485,False,347,21075.16,2,65,11,2,0.36
TRAIN-04486,False,301,20722.75,1,44,6,5,0.242
TRAIN-04487,False,100,23396.18,2,19,7,1,0.238
TRAIN-04488,False,204,46053.5,5,7,12,1,0.57
TRAIN-04489,False,340,71426.63,0,21,17,7,1.713
TRAIN-04490,False,6,46078.18,2,4,20,4,0.533
TRAIN-04491,False,21,55066.84,0,11,19,2,1.53
TRAIN-04492,False,77,20746.34,0,61,17,1,0.409
TRAIN-04493,False,286,15407.87,2,73,6,1,0.182
TRAIN-04494,False,108,30258.31,4,52,12,1,0.488
TRAIN-04495,False,119,16673.9,0,19,23,7,0.216
TRAIN-04496,False,82,58113.13,2,29,20,1,0.692
TRAIN-04497,False,113,37548.29,0,43,12,1,0.884
TRAIN-04498,False,118,53950.83,3,89,7,1,0.701
TRAIN-04499,False,160,11121.83,0,4,12,4,0.43
TRAIN-04500,False,102,14736.01,3,25,9,3,0.226
TRAIN-04501,False,264,16185.39,0,51,8,1,0.22
TRAIN-04502,False,281,47132.3,0,59,13,2,0.679
TRAIN-04503,False,364,48307.96,0,87,9,2,0.854
TRAIN-04504,False,338,29230.36,0,83,18,1,0.331
TRAIN-04505,False,183,23383.66,2,88,10,1,0.379
TRAIN-04506,False,357,40683.76,0,79,11,2,1.492
TRAIN-04507,False,106,53639.99,1,57,12,3,0.54
TRAIN-04508,False,309,32436.4,1,78,12,1,0.334
TRAIN-04509,False,270,74407.34,0,73,7,1,1.256
TRAIN-04510,False,311,35421.81,4,86,22,5,0.467
TRAIN-04511,False,42,52157.24,0,21,9,3,0.983
TRAIN-04512,False,298,61908.48,1,44,17,4,0.814
TRAIN-04513,False,16,10018.62,0,55,19,5,0.125
TRAIN-04514,False,269,30656.58,2,4,18,3,0.735
TRAIN-04515,False,153,37318.82,1,38,23,2,1.046
TRAIN-04516,False,299,27198.93,1,0,13,2,0.699
TRAIN-04517,False,76,64310.46,0,19,9,2,0.953
TRAIN-04518,False,206,18530.0,2,37,12,3,0.187
TRAIN-04519,False,117,44944.53,0,43,15,1,0.674
TRAIN-04520,False,179,24368.69,2,53,17,2,0.326
TRAIN-04521,False,189,15279.78,1,65,21,1,0.527
TRAIN-04522,False,47,1669.66,0,59,12,2,0.031
TRAIN-04523,False,350,55846.43,0,49,20,1,0.717
TRAIN-04524,False,96,13165.88,2,36,22,2,0.196
TRAIN-04525,False,307,73486.8,1,50,6,4,1.072
TRAIN-04526,False,18,45439.01,0,66,19,2,0.465
TRAIN-04527,False,12,56210.35,0,19,19,2,0.596
TRAIN-04528,False,230,58129.43,1,73,12,3,0.915
TRAIN-04529,False,315,27548.51,4,11,21,10,0.326
TRAIN-04530,False,316,50481.7,1,63,9,6,1.075
TRAIN-04531,False,363,49441.49,0,71,9,1,0.965
TRAIN-04532,False,252,61188.42,2,53,19,8,0.698
TRAIN-04533,False,131,68605.41,2,88,13,2,0.83
TRAIN-04534,False,30,55942.92,2,41,10,2,0.823
TRAIN-04535,False,338,25215.75,1,11,23,1,0.384
TRAIN-04536,False,156,55641.18,1,75,22,6,0.85
TRAIN-04537,False,122,73261.5,0,33,17,1,0.847
TRAIN-04538,False,261,24258.9,0,5,18,1,0.493
TRAIN-04539,False,77,18360.9,1,73,18,1,0.216
TRAIN-04540,False,328,12822.27,4,38,13,2,0.198
TRAIN-04541,False,305,25083.26,5,23,9,3,0.463
TRAIN-04542,False,121,38078.09,0,66,23,1,0.765
TRAIN-04543,False,159,31760.76,0,54,6,6,0.46
TRAIN-04544,False,31,16289.35,1,56,14,2,0.203
TRAIN-04545,False,299,9628.16,2,10,19,1,0.251
TRAIN-04546,False,174,3798.84,2,73,18,3,0.039
TRAIN-04547,False,283,59254.53,2,89,8,3,0.639
TRAIN-04548,False,23,3659.18,3,15,16,2,0.088
TRAIN-04549,False,111,28274.11,3,53,18,1,0.328
TRAIN-04550,False,264,23877.75,2,3,11,3,0.285
TRAIN-04551,False,247,14880.2,1,13,6,1,0.167
TRAIN-04552,False,182,64283.22,0,69,8,6,0.961
TRAIN-04553,False,198,56201.68,2,11,15,3,0.679
TRAIN-04554,False,60,14632.11,1,47,7,5,0.291
TRAIN-04555,False,295,7569.22,3,75,13,5,0.111
TRAIN-04556,False,273,33132.65,1,84,21,1,1.295
TRAIN-04557,False,6,48329.77,1,18,12,4,0.594
TRAIN-04558,False,286,68084.33,4,46,6,2,0.729
TRAIN-04559,False,52,45212.11,0,75,13,1,1.272
TRAIN-04560,False,100,21318.92,0,17,7,3,0.223
TRAIN-04561,False,136,3580.47,0,27,21,5,0.117
TRAIN-04562,False,242,37453.99,1,44,18,1,0.638
TRAIN-04563,False,277,1014.43,0,8,11,6,0.012
TRAIN-04564,False,68,54200.7,1,7,18,3,0.621
TRAIN-04565,False,38,32484.8,1,11,11,1,0.488
TRAIN-04566,False,25,62443.95,0,10,9,3,1.79
TRAIN-04567,False,343,53428.94,2,86,13,1,1.382
TRAIN-04568,False,183,43986.88,2,63,10,1,0.523
TRAIN-04569,False,114,9069.15,0,84,16,3,0.136
TRAIN-04570,False,353,38114.7,1,13,6,6,0.49
TRAIN-04571,False,325,8526.44,2,70,7,8,0.164
TRAIN-04572,False,177,12664.16,0,6,12,4,0.498
TRAIN-04573,False,63,30668.64,0,13,23,4,0.697
TRAIN-04574,False,209,63067.69,3,89,8,3,1.01
TRAIN-04575,False,53,19620.75,3,70,13,1,0.292
TRAIN-04576,False,135,21396.46,3,3,18,1,0.282
TRAIN-04577,False,171,62233.26,4,4,19,5,0.809
TRAIN-04578,False,234,20039.54,0,76,23,1,0.281
TRAIN-04579,False,280,68634.17,0,83,7,2,1.927
TRAIN-04580,False,141,6323.97,0,79,6,1,0.122
TRAIN-04581,False,334,33508.16,1,40,12,3,0.465
TRAIN-04582,False,148,34333.38,2,77,8,5,0.402
TRAIN-04583,False,100,3844.77,0,36,21,1,0.039
TRAIN-04584,False,206,9697.98,5,86,18,6,0.198
TRAIN-04585,False,8,10538.93,2,87,18,1,0.123
TRAIN-04586,False,199,6817.78,2,49,10,4,0.104
TRAIN-04587,False,223,1086.91,0,76,22,1,0.013
TRAIN-04588,False,205,65771.63,1,80,19,2,2.312
TRAIN-04589,False,203,28033.54,0,63,21,5,0.595
TRAIN-04590,False,81,5186.46,0,63,10,1,0.066
TRAIN-04591,False,76,24510.56,0,25,16,1,0.281
TRAIN-04592,False,200,62420.1,0,41,22,5,1.296
TRAIN-04593,False,200,65953.47,1,13,17,7,2.255
TRAIN-04594,False,77,1114.97,0,29,16,1,0.035
TRAIN-04595,False,61,38870.15,0,52,6,2,0.401
TRAIN-04596,False,320,17630.2,2,31,10,1,0.224
TRAIN-04597,False,64,993.84,0,18,14,6,0.011
TRAIN-04598,False,116,54552.54,2,35,8,1,1.997
TRAIN-04599,False,276,69504.73,1,28,14,3,0.817
TRAIN-04600,False,101,51228.09,1,61,23,1,0.566
TRAIN-04601,False,24,56846.21,0,14,19,7,1.577
TRAIN-04602,False,48,16667.3,1,72,22,1,0.502
TRAIN-04603,False,8,72028.5,3,72,18,1,1.491
TRAIN-04604,False,210,26113.37,1,78,19,5,0.344
TRAIN-04605,False,186,38043.14,1,36,17,5,0.676
TRAIN-04606,False,360,22887.82,1,68,10,1,0.28
TRAIN-04607,False,253,61885.39,0,39,15,4,1.788
TRAIN-04608,False,165,15593.63,0,59,22,3,0.191
TRAIN-04609,False,284,2380.55,0,31,14,2,0.056
TRAIN-04610,False,270,14408.25,4,20,6,9,0.248
TRAIN-04611,False,243,32918.54,4,90,7,2,0.502
TRAIN-04612,False,254,22792.49,2,64,20,1,0.304
TRAIN-04613,False,29,47119.77,0,9,12,4,0.869
TRAIN-04614,False,185,45511.2,0,90,10,2,1.416
TRAIN-04615,False,336,3067.76,3,10,14,4,0.069
TRAIN-04616,False,2,47849.99,0,49,8,1,1.03
TRAIN-04617,False,73,44520.64,3,48,15,2,0.747
TRAIN-04618,False,139,69902.22,0,76,21,1,2.045
TRAIN-04619,False,186,17395.23,3,35,20,1,0.303
TRAIN-04620,False,316,35321.54,0,5,12,4,0.741
TRAIN-04621,False,151,22963.83,1,46,23,4,0.267
TRAIN-04622,False,212,47203.97,2,67,22,1,0.497
TRAIN-04623,False,263,30558.58,4,16,9,2,0.441
TRAIN-04624,False,256,45721.83,0,55,13,2,0.739
TRAIN-04625,False,148,43961.18,0,26,12,1,1.171
TRAIN-04626,False,118,65385.31,0,71,7,6,1.129
TRAIN-04627,False,149,34059.94,2,39,22,1,0.622
TRAIN-04628,False,238,23569.22,1,63,14,1,0.894
TRAIN-04629,False,207,29182.2,3,45,18,1,0.387
TRAIN-04630,False,231,28633.07,2,20,23,5,0.842
TRAIN-04631,False,93,59164.55,1,16,9,3,0.625
TRAIN-04632,False,258,31442.69,4,21,21,3,0.705
TRAIN-04633,False,226,10457.92,0,27,12,1,0.405
TRAIN-04634,False,154,54283.23,0,75,19,3,0.727
TRAIN-04635,False,19,67559.98,1,50,7,6,1.028
TRAIN-04636,False,119,7540.3,0,83,14,1,0.149
TRAIN-04637,False,142,43581.71,5,11,9,8,0.586
TRAIN-04638,False,222,26685.57,0,33,11,1,0.295
TRAIN-04639,False,121,35342.35,2,60,6,2,0.452
TRAIN-04640,False,116,59301.7,0,67,9,1,1.063
TRAIN-04641,False,174,43664.12,4,70,17,3,0.985
TRAIN-04642,False,38,46888.53,1,25,9,1,0.527
TRAIN-04643,False,100,68264.45,0,73,21,1,1.242
TRAIN-04644,False,219,39215.17,1,46,12,2,0.586
TRAIN-04645,False,37,16042.09,2,11,21,1,0.23
TRAIN-04646,False,300,26280.43,2,71,6,7,0.355
TRAIN-04647,False,153,13847.14,2,16,12,1,0.196
TRAIN-04648,False,348,60950.14,3,14,17,5,2.217
TRAIN-04649,False,39,6608.82,1,42,15,2,0.264
TRAIN-04650,False,145,14165.44,0,32,21,3,0.173
TRAIN-04651,False,134,74465.3,1,11,6,5,1.157
TRAIN-04652,False,202,7745.04,4,32,20,4,0.293
TRAIN-04653,False,322,73567.4,2,73,8,2,0.792
TRAIN-04654,False,115,40008.51,4,48,20,3,0.589
TRAIN-04655,False,237,50139.85,0,23,7,3,0.919
TRAIN-04656,False,24,60171.78,2,58,11,2,1.44
TRAIN-04657,False,89,4756.55,1,49,20,9,0.052
TRAIN-04658,False,186,46723.52,1,85,17,2,0.614
TRAIN-04659,False,317,15062.46,2,62,20,1,0.447
TRAIN-04660,False,172,23464.96,1,59,21,1,0.274
TRAIN-04661,False,212,842.88,4,54,22,2,0.013
TRAIN-04662,False,353,40435.04,1,70,19,4,1.464
TRAIN-04663,False,269,26055.17,1,25,17,2,0.263
TRAIN-04664,False,246,64718.44,3,75,15,5,0.673
TRAIN-04665,False,100,74468.02,1,34,21,1,1.387
TRAIN-04666,False,77,37005.17,3,84,19,6,0.449
TRAIN-04667,False,180,44792.34,3,33,16,2,0.604
TRAIN-04668,False,199,29183.31,0,74,14,8,0.361
TRAIN-04669,False,179,26841.95,1,30,14,5,0.289
TRAIN-04670,False,164,48759.2,2,16,14,1,0.932
TRAIN-04671,False,227,37389.05,1,0,23,4,0.492
TRAIN-04672,False,269,46030.04,0,29,14,2,1.703
TRAIN-04673,False,226,60452.35,0,70,7,4,0.989
TRAIN-04674,False,4,28407.51,1,25,23,2,0.514
TRAIN-04675,False,97,14396.46,1,31,19,3,0.302
TRAIN-04676,False,269,3696.0,4,3,21,1,0.091
TRAIN-04677,False,141,7008.4,0,49,12,1,0.071
TRAIN-04678,False,132,62963.11,0,5,10,2,0.988
TRAIN-04679,False,273,34170.69,1,26,12,6,0.362
TRAIN-04680,False,240,21444.38,1,88,18,5,0.265
TRAIN-04681,False,127,16771.58,3,17,21,1,0.2
TRAIN-04682,False,318,35853.01,0,76,10,4,0.459
TRAIN-04683,False,295,21633.95,3,6,8,1,0.3
TRAIN-04684,False,224,3846.59,3,14,16,1,0.081
TRAIN-04685,False,266,20046.63,3,60,21,1,0.505
TRAIN-04686,False,121,64796.64,0,11,14,1,0.707
TRAIN-04687,False,229,64734.72,0,90,21,2,1.587
TRAIN-04688,False,175,2208.05,3,44,11,2,0.057
TRAIN-04689,False,240,2660.0,1,67,21,2,0.033
TRAIN-04690,False,31,36325.96,1,89,23,3,1.069
TRAIN-04691,False,82,45178.71,0,51,9,5,0.667
TRAIN-04692,False,66,14476.44,1,46,22,8,0.149
TRAIN-04693,False,53,52641.26,4,31,21,2,0.842
TRAIN-04694,False,5,25417.73,2,1,21,3,0.31
TRAIN-04695,False,322,60297.02,1,82,17,1,2.213
TRAIN-04696,False,219,20415.95,1,58,22,1,0.312
TRAIN-04697,False,331,22953.61,1,34,22,8,0.269
TRAIN-04698,False,117,19445.74,3,44,20,1,0.205
TRAIN-04699,False,169,49665.09,2,0,15,5,0.694
TRAIN-04700,False,246,14260.36,0,1,12,1,0.242
TRAIN-04701,False,260,18741.93,2,49,14,1,0.195
TRAIN-04702,False,220,37187.37,1,79,22,5,0.387
TRAIN-04703,False,137,66712.43,1,84,16,10,0.966
TRAIN-04704,False,13,15392.77,0,80,7,2,0.168
TRAIN-04705,False,224,878.38,2,43,10,2,0.012
TRAIN-04706,False,28,9752.75,0,26,7,6,0.138
TRAIN-04707,False,307,49550.54,1,25,13,1,0.708
TRAIN-04708,False,85,68313.96,0,51,17,1,2.706
TRAIN-04709,False,126,2686.69,1,75,9,5,0.059
TRAIN-04710,False,31,60421.14,2,26,11,1,1.681
TRAIN-04711,False,322,45889.72,0,71,16,1,0.978
TRAIN-04712,False,103,6339.76,4,17,7,4,0.082
TRAIN-04713,False,197,70029.39,0,7,15,2,2.04
TRAIN-04714,False,355,2923.68,0,7,17,1,0.063
TRAIN-04715,False,230,16704.83,1,56,21,3,0.183
TRAIN-04716,False,301,60945.47,4,19,14,5,1.226
TRAIN-04717,False,349,24892.59,1,13,17,5,0.382
TRAIN-04718,False,249,11327.8,2,65,10,2,0.248
TRAIN-04719,False,68,44222.67,3,12,22,2,0.49
TRAIN-04720,False,187,48665.84,2,67,22,3,1.573
TRAIN-04721,False,174,44585.27,0,65,9,3,0.56
TRAIN-04722,False,318,24961.69,0,64,20,2,0.33
TRAIN-04723,False,174,1609.53,2,37,22,3,0.023
TRAIN-04724,False,59,66415.75,3,3,22,3,0.897
TRAIN-04725,False,148,30838.03,0,30,16,1,0.325
TRAIN-04726,False,212,44876.65,0,45,12,2,0.898
TRAIN-04727,False,262,6296.32,0,17,10,2,0.076
TRAIN-04728,False,154,33803.6,3,80,21,7,0.745
TRAIN-04729,False,295,65604.04,0,90,9,1,1.032
TRAIN-04730,False,76,63938.68,2,31,21,3,0.898
TRAIN-04731,False,9,37262.76,2,42,17,3,0.805
TRAIN-04732,False,159,42904.7,2,59,14,6,0.485
TRAIN-04733,False,55,33010.08,0,86,16,4,0.444
TRAIN-04734,False,251,9247.26,0,75,13,2,0.339
TRAIN-04735,False,87,58350.98,1,33,6,2,1.701
TRAIN-04736,False,80,68389.36,5,62,10,3,1.248
TRAIN-04737,False,102,60492.56,4,47,9,3,1.507
TRAIN-04738,False,53,37484.51,4,6,7,2,0.386
TRAIN-04739,False,173,41898.49,2,45,17,3,0.834
TRAIN-04740,False,187,69310.59,3,15,19,10,0.717
TRAIN-04741,False,340,16494.38,0,84,21,3,0.184
TRAIN-04742,False,213,31399.71,0,78,17,4,0.659
TRAIN-04743,False,298,7328.51,1,6,15,1,0.121
TRAIN-04744,False,190,68348.47,2,71,16,4,2.135
TRAIN-04745,False,297,34530.98,0,50,23,2,1.213
TRAIN-04746,False,316,51282.89,0,8,19,1,0.752
TRAIN-04747,False,266,73757.64,1,82,6,8,2.682
TRAIN-04748,False,191,59359.12,1,76,8,1,1.126
TRAIN-04749,False,105,13404.26,0,36,7,1,0.172
TRAIN-04750,False,352,51001.01,0,27,19,1,0.739
TRAIN-04751,False,95,68268.71,2,30,23,3,1.166
TRAIN-04752,False,87,70800.96,5,8,23,2,1.733
TRAIN-04753,False,153,21607.83,4,66,9,4,0.386
TRAIN-04754,False,232,32704.63,0,34,10,4,0.497
TRAIN-04755,False,154,38681.52,0,37,11,4,0.699
TRAIN-04756,False,150,36314.73,0,52,15,1,1.333
TRAIN-04757,False,238,48794.19,0,87,11,4,0.698
TRAIN-04758,False,223,30781.65,1,83,16,2,0.404
TRAIN-04759,False,282,35840.68,3,38,14,3,0.952
TRAIN-04760,False,199,39722.35,2,39,14,2,0.562
TRAIN-04761,False,292,46437.04,0,11,16,2,0.804
TRAIN-04762,False,160,49192.79,0,35,6,7,0.683
TRAIN-04763,False,299,57045.83,3,72,18,1,0.59
TRAIN-04764,False,199,29590.23,2,66,8,7,0.867
TRAIN-04765,False,276,14063.6,0,18,13,3,0.191
TRAIN-04766,False,331,10661.98,0,62,10,1,0.368
TRAIN-04767,False,240,15980.26,1,71,14,1,0.296
TRAIN-04768,False,365,5291.98,1,62,15,4,0.053
TRAIN-04769,False,168,37435.04,0,33,16,2,0.695
TRAIN-04770,False,167,50845.57,1,51,17,5,0.854
TRAIN-04771,False,198,42340.87,0,45,16,1,0.529
TRAIN-04772,False,203,47971.5,1,54,14,3,0.502
TRAIN-04773,False,136,16505.25,1,28,11,2,0.314
TRAIN-04774,False,55,19524.32,1,24,14,4,0.51
TRAIN-04775,False,32,22242.03,0,87,22,2,0.508
TRAIN-04776,False,52,64976.69,0,31,16,1,0.954
TRAIN-04777,False,293,72840.35,0,84,6,5,1.309
TRAIN-04778,False,322,8045.49,0,70,16,1,0.255
TRAIN-04779,False,135,74172.37,4,23,22,5,1.222
TRAIN-04780,False,217,31101.37,5,23,21,3,0.405
TRAIN-04781,False,25,58566.45,0,26,23,1,1.062
TRAIN-04782,False,259,46362.4,0,62,7,1,1.276
TRAIN-04783,False,309,6573.36,0,58,15,3,0.08
TRAIN-04784,False,186,46551.03,0,16,21,1,1.209
TRAIN-04785,False,316,46722.53,0,14,15,1,0.504
TRAIN-04786,False,258,61711.51,0,0,21,2,0.669
TRAIN-04787,False,188,9700.95,0,9,6,3,0.266
TRAIN-04788,False,72,8600.75,1,58,15,2,0.09
TRAIN-04789,False,236,8712.22,5,30,10,1,0.201
TRAIN-04790,False,313,9906.29,0,11,11,2,0.177
TRAIN-04791,False,204,64264.08,0,25,18,1,1.147
TRAIN-04792,False,183,25811.57,0,18,14,2,0.517
TRAIN-04793,False,77,31863.49,4,6,13,2,0.347
TRAIN-04794,False,30,11226.02,2,14,6,1,0.116
TRAIN-04795,False,351,69286.09,1,5,19,3,1.416
TRAIN-04796,False,39,58058.8,5,10,22,1,1.081
TRAIN-04797,False,353,45112.71,3,30,17,4,1.155
TRAIN-04798,False,118,57137.93,4,2,17,1,1.238
TRAIN-04799,False,299,52714.29,4,53,16,2,1.805
TRAIN-04800,False,227,43835.29,0,13,22,1,1.215
TRAIN-04801,False,91,29997.89,0,67,16,3,0.393
TRAIN-04802,False,57,43228.51,0,4,15,1,0.52
TRAIN-04803,False,34,24563.04,0,64,7,4,0.758
TRAIN-04804,False,311,16991.14,0,46,13,1,0.302
TRAIN-04805,False,122,985.23,1,47,15,1,0.013
TRAIN-04806,False,28,715.91,3,36,9,2,0.007
TRAIN-04807,False,120,34087.37,1,81,10,1,0.571
TRAIN-04808,False,139,33342.29,0,23,16,4,0.368
TRAIN-04809,False,87,41609.05,2,28,12,6,0.577
TRAIN-04810,False,290,55991.33,0,82,23,2,0.866
TRAIN-04811,False,233,28705.04,1,4,17,3,0.463
TRAIN-04812,False,122,72606.49,2,30,6,4,2.405
TRAIN-04813,False,30,51579.53,2,75,8,4,0.732
TRAIN-04814,False,281,14595.73,2,9,21,3,0.147
TRAIN-04815,False,193,21920.42,1,66,14,4,0.776
TRAIN-04816,False,180,52963.45,3,37,17,5,0.538
TRAIN-04817,False,172,43034.57,4,47,20,1,0.691
TRAIN-04818,False,196,64942.82,0,33,18,1,2.505
TRAIN-04819,False,276,66114.85,0,18,11,2,0.964
TRAIN-04820,False,82,31094.91,2,80,18,4,0.36
TRAIN-04821,False,34,9535.44,1,2,9,1,0.135
TRAIN-04822,False,113,32982.39,0,83,8,3,0.373
TRAIN-04823,False,2,61186.34,0,59,7,1,1.54
TRAIN-04824,False,70,37719.76,1,21,22,1,0.398
TRAIN-04825,False,343,50189.89,1,59,21,5,0.598
TRAIN-04826,False,44,21176.0,1,17,18,2,0.233
TRAIN-04827,False,52,8336.0,0,82,18,2,0.307
TRAIN-04828,False,252,33995.06,1,76,17,2,0.401
TRAIN-04829,False,352,8849.11,1,21,10,1,0.098
TRAIN-04830,False,62,72834.61,0,30,20,4,0.913
TRAIN-04831,False,344,45930.95,0,6,21,2,0.808
TRAIN-04832,False,137,66006.41,2,53,21,1,1.006
TRAIN-04833,False,283,10238.47,0,63,14,2,0.107
TRAIN-04834,False,145,37684.89,1,47,16,3,0.785
TRAIN-04835,False,275,18022.14,0,74,21,4,0.47
TRAIN-04836,False,75,58090.08,3,78,12,1,1.086
TRAIN-04837,False,131,32221.04,1,19,18,5,0.965
TRAIN-04838,False,46,42860.5,4,73,12,1,0.999
TRAIN-04839,False,20,16360.12,0,71,21,3,0.585
TRAIN-04840,False,329,29801.96,0,61,17,1,0.6
TRAIN-04841,False,170,13756.23,2,6,10,3,0.301
TRAIN-04842,False,282,71729.79,0,64,9,1,1.072
TRAIN-04843,False,207,44521.33,2,25,15,4,1.303
TRAIN-04844,False,119,43008.61,0,16,10,3,1.378
TRAIN-04845,False,331,34776.71,1,1,13,3,0.76
TRAIN-04846,False,225,28327.36,2,82,7,2,0.291
TRAIN-04847,False,355,49682.42,2,72,8,2,1.233
TRAIN-04848,False,65,50364.14,0,82,16,1,1.156
TRAIN-04849,False,357,6198.61,2,63,17,1,0.09
TRAIN-04850,False,236,12265.12,1,65,7,4,0.314
TRAIN-04851,False,303,52786.3,0,82,17,10,1.354
TRAIN-04852,False,314,19615.36,0,12,19,2,0.214
TRAIN-04853,False,236,73247.8,3,68,16,2,1.332
TRAIN-04854,False,140,17473.28,4,82,14,1,0.53
TRAIN-04855,False,35,1665.29,0,62,21,1,0.042
TRAIN-04856,False,143,63191.27,0,0,9,5,0.744
TRAIN-04857,False,259,41154.46,1,53,9,1,1.122
TRAIN-04858,False,322,44173.66,0,41,12,2,0.521
TRAIN-04859,False,325,6278.51,0,63,7,5,0.132
TRAIN-04860,False,190,29973.81,1,52,15,5,0.33
TRAIN-04861,False,83,29133.95,0,42,16,1,0.294
TRAIN-04862,False,2,68446.43,4,29,16,4,0.81
TRAIN-04863,False,319,53335.04,0,84,13,3,2.108
TRAIN-04864,False,43,56430.82,0,37,13,1,1.05
TRAIN-04865,False,32,68915.32,3,43,14,2,2.4
TRAIN-04866,False,339,4272.41,0,31,22,5,0.139
TRAIN-04867,False,227,43567.69,2,13,18,1,1.244
TRAIN-04868,False,133,47614.31,2,22,6,6,1.273
TRAIN-04869,False,325,8448.71,0,8,18,2,0.091
TRAIN-04870,False,173,32991.13,2,10,22,4,0.355
TRAIN-04871,False,139,9577.56,0,25,19,2,0.12
TRAIN-04872,False,7,10965.64,0,76,8,2,0.191
TRAIN-04873,False,164,41618.43,1,78,9,3,0.523
TRAIN-04874,False,281,13197.44,0,42,11,4,0.276
TRAIN-04875,False,92,13178.7,3,14,9,3,0.356
TRAIN-04876,False,299,68331.39,0,14,15,1,2.678
TRAIN-04877,False,44,16621.73,1,46,18,6,0.242
TRAIN-04878,False,298,9514.29,3,52,16,1,0.102
TRAIN-04879,False,84,61648.92,0,57,15,6,1.693
TRAIN-04880,False,318,67711.76,1,89,15,2,0.688
TRAIN-04881,False,263,72046.55,0,46,15,2,0.938
TRAIN-04882,False,76,35019.66,4,76,9,1,0.649
TRAIN-04883,False,343,24857.68,1,13,19,2,0.547
TRAIN-04884,False,328,43465.2,5,40,12,4,0.551
TRAIN-04885,False,287,49270.04,3,12,12,1,1.014
TRAIN-04886,False,71,16720.76,0,68,11,6,0.392
TRAIN-04887,False,94,40964.25,4,1,10,1,0.515
TRAIN-04888,False,129,29892.93,4,61,8,3,0.299
TRAIN-04889,False,81,1247.06,0,31,14,1,0.019
TRAIN-04890,False,226,60088.2,3,60,18,1,0.724
TRAIN-04891,False,317,68944.28,0,81,23,2,0.884
TRAIN-04892,False,219,53270.46,4,38,7,8,0.687
TRAIN-04893,False,256,36766.22,0,5,20,3,0.958
TRAIN-04894,False,150,63291.41,0,30,12,3,0.694
TRAIN-04895,False,190,64158.28,0,86,21,8,1.79
TRAIN-04896,False,237,60422.36,0,35,11,2,1.294
TRAIN-04897,False,34,33046.67,3,68,12,3,0.538
TRAIN-04898,False,223,56557.95,4,90,13,3,1.156
TRAIN-04899,False,95,16855.02,2,70,11,4,0.266
